task_id,material,size_group_target_mm,initial_inner_mm,target_shaft_mm,t_needed_c,world_seed,eps_0p25_proposal_temp_c,eps_0p25_pass,eps_0p25_rvr,eps_0p25_n_heat,eps_0p25_n_inspect,eps_0p25_actions,eps_0p25_final_temp_c,eps_0p25_total_cost,eps_0p50_proposal_temp_c,eps_0p50_pass,eps_0p50_rvr,eps_0p50_n_heat,eps_0p50_n_inspect,eps_0p50_actions,eps_0p50_final_temp_c,eps_0p50_total_cost,eps_0p75_proposal_temp_c,eps_0p75_pass,eps_0p75_rvr,eps_0p75_n_heat,eps_0p75_n_inspect,eps_0p75_actions,eps_0p75_final_temp_c,eps_0p75_total_cost,eps_1p00_proposal_temp_c,eps_1p00_pass,eps_1p00_rvr,eps_1p00_n_heat,eps_1p00_n_inspect,eps_1p00_actions,eps_1p00_final_temp_c,eps_1p00_total_cost
铜合金-220-076,铜合金,220.0,218.94,220.0,325.8461136558186,781170762,362,1,0,0,1,INSPECT ASSEMBLE,362,71.0,351,1,0,0,1,INSPECT ASSEMBLE,351,65.5,336,1,0,11,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,391,140.5,307,1,0,19,3,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,402,206.0
铝合金-180-000,铝合金,180.0,178.91,180.0,296.0892431558666,972960000,295,1,0,7,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,330,105.0,282,1,0,12,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,342,136.0,270,1,0,21,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,375,207.5,257,1,0,24,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,377,213.5
铝合金-180-001,铝合金,180.0,178.96,180.0,291.925397603892,972960010,317,1,0,5,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,342,103.5,317,1,0,5,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,342,103.5,338,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,353,99.0,295,1,0,7,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,330,107.5
铝合金-180-002,铝合金,180.0,178.99,180.0,284.4955541861234,972960020,317,1,0,13,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT ASSEMBLE,382,178.5,317,1,0,13,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT ASSEMBLE,382,178.5,338,1,0,10,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,388,166.5,295,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,310,82.5
铝合金-180-003,铝合金,180.0,178.89,180.0,312.7793380982346,972960030,295,1,0,11,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,350,127.5,282,1,0,15,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,357,151.0,270,1,0,16,3,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,350,172.5,257,1,0,17,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,342,163.5
铝合金-180-004,铝合金,180.0,178.9,180.0,304.7017499266922,972960040,318,1,0,10,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,368,146.5,317,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,332,83.5,316,1,0,11,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,371,143.0,274,1,0,11,2,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,329,132.0
铝合金-180-005,铝合金,180.0,178.88,180.0,314.9429160949461,972960050,336,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,351,88.0,317,1,0,14,4,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT HEAT_5 INSPECT ASSEMBLE,387,191.0,334,1,0,6,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,364,109.5,298,1,0,15,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,373,159.0
铝合金-180-006,铝合金,180.0,178.82,180.0,324.8843094757337,972960060,339,1,0,3,2,HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,354,94.5,317,1,0,10,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,367,136.0,327,1,0,16,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,407,186.0,279,1,0,20,3,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,379,202.0
铝合金-180-007,铝合金,180.0,178.78,180.0,336.9792433162337,972960070,343,1,0,4,2,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT ASSEMBLE,363,96.5,342,1,0,7,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,377,118.5,370,1,0,1,1,HEAT_5 INSPECT ASSEMBLE,375,77.5,331,1,0,4,2,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT ASSEMBLE,351,90.5
铝合金-180-008,铝合金,180.0,178.89,180.0,306.6370205279219,972960080,335,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,350,90.0,322,1,0,4,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,342,101.0,310,1,0,10,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,360,140.0,257,1,0,19,3,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,352,191.0
铝合金-180-009,铝合金,180.0,178.95,180.0,292.5627368265343,972960090,339,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,349,92.0,317,1,0,5,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,342,103.5,327,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,337,86.0,279,1,0,11,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,334,129.5
铝合金-200-034,铝合金,200.0,198.85,200.0,290.33369324792034,972960341,339,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,349,92.0,320,1,0,1,1,HEAT_5 INSPECT ASSEMBLE,325,75.0,308,1,0,4,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,328,91.5,286,1,0,11,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,341,133.0
铝合金-200-035,铝合金,200.0,198.57,200.0,351.43751842374724,972960351,335,1,0,19,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,430,197.5,322,1,0,16,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,402,168.5,310,1,0,19,3,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,405,195.0,297,1,0,21,3,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,402,203.5
铝合金-200-036,铝合金,200.0,198.74,200.0,312.14914804287633,972960361,337,1,0,0,1,INSPECT ASSEMBLE,337,66.0,300,1,0,10,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,350,132.5,338,1,0,11,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,393,149.0,291,1,0,16,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,371,173.0
铝合金-200-037,铝合金,200.0,198.85,200.0,290.40842211585783,972960371,337,1,0,0,1,INSPECT ASSEMBLE,337,76.0,300,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,315,80.0,291,1,0,4,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,311,83.0,291,1,0,4,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,311,83.0
铝合金-200-038,铝合金,200.0,198.78,200.0,303.5399532840555,972960381,335,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,350,92.5,300,1,0,6,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,330,97.5,338,1,0,5,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,363,109.0,295,1,0,9,3,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,340,137.5
铝合金-200-039,铝合金,200.0,198.72,200.0,319.03951119597644,972960391,337,1,0,5,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,362,101.0,320,1,0,11,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,375,147.5,326,1,0,5,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,351,95.5,295,1,0,15,3,INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,370,175.0
铝合金-200-040,铝合金,200.0,198.6,200.0,340.31993002370285,972960401,339,1,0,10,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,389,137.0,350,1,0,12,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,410,157.5,326,1,0,9,3,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,371,133.0,298,1,0,16,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,378,161.5
铝合金-200-041,铝合金,200.0,198.57,200.0,346.92352542892473,972960411,335,1,0,7,3,INSPECT HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,370,120.0,322,1,0,13,3,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,387,158.5,310,1,0,12,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,370,125.0,297,1,0,15,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,372,151.0
铝合金-200-042,铝合金,200.0,198.84,200.0,290.9643428440105,972960421,337,1,0,0,1,INSPECT ASSEMBLE,337,76.0,300,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,315,80.0,291,1,0,4,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,311,83.0,295,1,0,7,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,330,107.5
铝合金-200-043,铝合金,200.0,198.69,200.0,321.2410744922463,972960431,339,1,0,3,2,HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,354,94.5,320,1,0,12,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,380,152.5,324,1,0,12,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,384,154.5,325,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,335,70.0
铝合金-220-067,铝合金,220.0,218.65,220.0,308.77220298258254,972960672,333,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,343,81.5,320,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,330,75.0,338,1,0,4,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,358,99.0,295,1,0,7,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,330,110.0
铝合金-220-068,铝合金,220.0,218.57,220.0,322.33073153038254,972960682,331,1,0,5,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,356,95.5,310,1,0,12,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,370,147.5,338,1,0,5,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,363,109.0,281,1,0,18,3,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,371,188.0
铝合金-220-069,铝合金,220.0,218.37,220.0,354.81707334722194,972960692,344,1,0,10,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,394,134.5,350,1,0,16,2,INSPECT HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,430,182.5,324,1,0,12,3,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,384,149.5,325,1,0,16,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,405,170.0
铝合金-220-070,铝合金,220.0,218.4,220.0,353.14655756788,972960702,344,1,0,10,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,394,134.5,350,1,0,16,2,INSPECT HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,430,182.5,347,1,0,12,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,407,151.0,321,1,0,12,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,381,138.0
铝合金-220-071,铝合金,220.0,218.57,220.0,326.26153250955485,972960712,344,1,0,2,2,INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,354,87.0,345,1,0,1,2,INSPECT HEAT_5 INSPECT ASSEMBLE,350,80.0,326,1,0,12,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,386,153.0,321,1,0,16,3,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,401,190.5
铝合金-220-072,铝合金,220.0,218.44,220.0,354.91843515410534,972960722,382,1,0,1,1,HEAT_5 INSPECT ASSEMBLE,387,76.0,385,1,0,1,1,HEAT_5 INSPECT ASSEMBLE,390,77.5,347,1,0,12,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,407,151.0,331,1,0,11,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,386,125.5
铝合金-220-073,铝合金,220.0,218.7,220.0,298.4177582859176,972960732,375,1,0,0,1,INSPECT ASSEMBLE,375,92.5,365,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,375,102.5,347,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,357,93.5,331,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,341,85.5
铝合金-220-074,铝合金,220.0,218.65,220.0,307.724019500352,972960742,344,1,0,4,2,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT ASSEMBLE,364,112.0,350,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,360,90.0,347,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,362,96.0,331,1,0,11,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,386,148.0
铝合金-220-075,铝合金,220.0,218.28,220.0,386.48705510462025,972960752,372,1,0,10,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,422,131.0,365,1,0,15,3,HEAT_5 INSPECT HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,440,175.0,347,1,0,17,1,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,432,161.0,331,1,0,20,3,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,431,195.5
铝合金-220-076,铝合金,220.0,218.59,220.0,322.38809351768913,972960762,375,1,0,1,1,HEAT_5 INSPECT ASSEMBLE,380,87.5,350,1,0,4,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,370,97.5,347,1,0,0,1,INSPECT ASSEMBLE,347,66.0,336,1,0,6,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,366,105.5
